time,population_run_1,population_run_2,population_run_3,population_run_4,population_run_5,population_run_6,population_run_7,population_run_8,population_run_9,population_run_10,population_run_11,population_run_12,population_run_13,population_run_14,population_run_15,population_run_16,population_run_17,population_run_18,population_run_19,population_run_20,ca2mean_run_20,ca2mean_run_19,ca2mean_run_18,ca2mean_run_17,ca2mean_run_16,ca2mean_run_15,ca2mean_run_14,ca2mean_run_13,ca2mean_run_12,ca2mean_run_11,ca2mean_run_10,ca2mean_run_9,ca2mean_run_8,ca2mean_run_7,ca2mean_run_6,ca2mean_run_5,ca2mean_run_4,ca2mean_run_3,ca2mean_run_2,ca2mean_run_1
58,40,18,32,57,61,16,27,65,64,73,27,72,49,64,70,77,25,121,26,56,10.712945432722286,8.315937149182384,31.68760020171357,4.533834321758566,19.923619410689337,13.649021816717344,13.30621621410985,7.918007109054178,28.843144047539894,4.150846569385553,18.07212641630684,15.983471755320082,13.854307549105318,0.3997730522674358,2.5380866703094918,5.592490789684109,1.7468544940508788,3.1701756525897635,-0.5775894145536233,5.656098658760307
59,40,18,32,57,61,16,26,65,63,71,27,73,50,61,69,77,25,121,26,55,10.759311908909572,8.371547231650673,31.587693458445308,4.600393205585642,19.90980714919405,13.661903214125369,13.351501465672868,7.969842960542054,28.64962592239803,4.1866810701990165,17.886488420171023,15.933571714770505,13.792087084245544,0.4318303957089858,2.549201688091786,5.580396362974364,1.7410900194031116,3.1655765490274073,-0.5719411464737941,5.664148632970856
60,40,19,32,56,60,16,26,67,63,72,26,75,50,61,65,79,25,122,26,55,10.803347656948988,8.423001089191322,31.565521548076205,4.659268564090095,19.98669549242097,13.645679426227542,13.314597612351353,8.015258385662879,28.517943269894666,4.181340095351066,17.83450148246702,15.881086146971402,13.8250317191469,0.45878688614873536,2.54259111364088,5.589061978147382,1.7364931608618344,3.1523492074296553,-0.5539852248376465,5.647435036140203
61,40,18,31,56,61,16,26,67,64,73,26,76,51,61,65,79,26,122,26,55,10.834003671491692,8.488096780429682,31.381482102453855,4.720700806813391,19.988678406426896,13.683863800837367,13.37296497226797,7.981687215787845,28.552966869596258,4.207855724225941,17.799117695945323,15.758151360978784,13.842320037508712,0.48297886199622786,2.5582651002967003,5.600756769419848,1.7475076263746787,3.1512444049469726,-0.5502374933336489,5.653301608907359
62,40,18,31,58,61,16,26,67,65,73,26,77,51,61,65,79,26,123,26,55,10.926624570533532,8.523534827367591,31.355666195864853,4.783603399420833,20.03574304972697,13.691763918473695,13.401292962957616,8.005096034086895,28.426604829446497,4.237845879777419,17.756738099690065,15.772249924001356,13.814841696679807,0.5059845193279049,2.5692339849686823,5.589989864780656,1.7448521536098331,3.146034126459259,-0.547535089452402,5.644643934402169
63,40,20,32,60,62,17,25,67,67,74,26,77,51,62,66,79,26,123,27,56,11.008594417973919,8.588636095875193,31.27488587480497,4.823852222698909,20.057626083679136,13.730924286369085,13.424176132426206,8.046919665499562,28.36872616914194,4.262627464914366,17.753844075213095,15.848930967248343,13.761902917603372,0.5329217572878981,2.579661782348305,5.5810940450115165,1.7514401259277417,3.12916963944978,-0.5482964154124351,5.641756013866566
64,41,20,32,62,62,17,23,67,67,74,26,78,52,62,62,79,26,123,26,56,11.077381055964079,8.602854429338151,31.341485780044284,4.88067234256304,20.03590179420367,13.733488460274101,13.441729541290004,8.081537919047225,28.484259228706165,4.288787500496278,17.757082072420296,15.719359506661188,13.799884703827837,0.5396101465124193,2.5816503842347096,5.57286459271238,1.7625431493605632,3.1325328133430292,-0.549372202343771,5.590459616322101
65,41,19,30,62,62,16,23,67,68,75,26,81,51,62,63,80,26,124,25,54,11.124416471846299,8.706946640535993,31.336861826537994,4.9242730648914685,20.010302057268984,13.73037966241982,13.272234699304857,8.088585870435955,28.616971820258428,4.318552706950868,17.785998689700293,15.762375297243922,13.770829483354456,0.5555411165020513,2.5942655832407406,5.552659337421083,1.7652199973923015,3.1428408491929827,-0.5461755108481423,5.552892060446005
66,42,20,29,62,62,16,23,67,69,76,26,83,51,63,61,81,26,123,25,54,11.1830299291343,8.742348292193732,31.24657420183709,4.96743825949338,19.984460043415492,13.720341728414587,13.340006980734433,8.121915504635767,28.519063726493137,4.329539741907878,17.751402672715248,15.781816196268563,13.729273459453715,0.5755292235859825,2.6061276538788087,5.562388248042698,1.7675934406308997,3.1278992513133175,-0.5451558006118702,5.536383523675589
67,41,20,28,62,62,16,23,66,68,76,25,84,51,63,61,81,26,123,26,54,11.234135278758892,8.848615227352218,31.23080957279552,5.0258576898948615,19.894837478386858,13.727908041973208,13.37556514219104,8.176313806717054,28.560490793989878,4.343914589639529,17.798612022372293,15.76522242678837,13.661214172079701,0.6026232404168534,2.6277473622303664,5.573980412855164,1.7715435402561377,3.126186336613066,-0.5371603228196821,5.5024780468596886
68,41,20,29,61,60,16,23,67,70,76,23,84,52,63,60,82,26,126,26,54,11.318438561529387,8.90170821342116,31.2656837309265,5.081120400016311,19.902647523700388,13.742937662473375,13.40934556740653,8.231955595683399,28.468214516145654,4.369340030411119,17.672246309478577,15.773054256575241,13.716611440216527,0.6255927977102974,2.6349338232883204,5.5717833190970785,1.7755096504644174,3.1092070600926527,-0.535992359325865,5.491889768154676
69,40,21,30,63,61,16,23,65,71,76,23,84,51,65,60,83,26,126,26,54,11.384453824242755,8.96523676759357,31.213780319647377,5.11244363209057,19.889889405550072,13.721503754203402,13.458344187932388,8.149230098314412,28.342959120066336,4.404475788623215,17.63829356419195,15.75457310593063,13.680471563237234,0.6581077797357655,2.645526149167379,5.586675101027766,1.7720751389555067,3.1192734170899987,-0.527465108922626,5.5137965140691225
70,40,21,30,65,61,16,24,66,72,75,23,84,51,65,60,84,26,126,26,54,11.460480525496205,9.021516063104306,31.049273014959383,5.158372644674349,19.937051130652705,13.741594620861374,13.50229972095024,8.16865411531316,28.176244742329466,4.43160839371229,17.555794880780258,15.74726023355442,13.661891526666826,0.6740383813105918,2.657819724182387,5.573351660808641,1.7782860232174384,3.12895156351346,-0.5194304327649422,5.517254850382416
71,40,21,30,64,61,16,24,64,73,75,23,86,52,66,60,84,26,127,26,54,11.483024448666667,9.066410780274627,31.056731335197668,5.212546490493014,19.9329631664607,13.736894967181179,13.535823132639216,8.163661680880582,28.159543943821273,4.444633966956243,17.575847611238864,15.718618058009001,13.661874236568973,0.6907213950958355,2.663161950711332,5.568243690732809,1.7832543548897346,3.1137105731139996,-0.5192675705727907,5.484379068339148
72,40,21,30,64,61,16,24,64,71,75,23,86,53,65,58,84,26,127,26,54,11.514564613861824,9.090099855165398,30.938425522244092,5.270420670215557,19.95124705558058,13.771910706206217,13.529414961211884,8.145171276919193,28.05264529916979,4.4603064709475415,17.582129560578963,15.719833800424588,13.635440605949212,0.701999281860483,2.677153219305898,5.562424149913628,1.7914640646488749,3.112011938737559,-0.5166066668069805,5.467428674022509
73,41,21,31,65,62,16,24,63,71,76,23,86,53,62,57,84,26,127,26,54,11.517245879413691,9.131011379835874,30.90701428037943,5.31610031978836,19.94600023446145,13.782551111974934,13.546675457795823,8.160380556123645,28.12250924881796,4.465854511405435,17.52033430960137,15.657275944182217,13.670145291886312,0.7128385683271485,2.6687962642753043,5.5553900717005655,1.8002012536494598,3.102529372238593,-0.5068650825964472,5.463859274102485
74,44,21,31,65,62,16,24,63,71,76,23,87,53,65,58,85,26,128,26,54,11.571959799594604,9.166650390285287,30.873493269341626,5.331316670125752,19.96142241869616,13.786246247233143,13.517179567367151,8.127521572434018,28.19786510355974,4.457150538585822,17.53666357601896,15.661335176860412,13.65397787095527,0.7288059231069323,2.671730265737266,5.55824807101182,1.7920462304039315,3.1011758505747866,-0.5045796284168835,5.4419303885764485
75,42,21,31,65,62,16,24,63,72,77,21,87,53,65,57,85,26,127,26,54,11.56288621100773,9.22539253904508,30.92507501619541,5.367093826171074,19.93520825016465,13.780347339025628,13.432454292051705,8.175733009329637,28.110978837544398,4.4491931063005525,17.577527486204097,15.647513289855105,13.670455379051834,0.7339161435323924,2.673144754642143,5.575942910135228,1.7932737047392462,3.1153487602342333,-0.5093833258470327,5.446000926003092
76,43,21,31,63,61,15,22,62,72,80,20,87,53,67,56,84,26,128,25,53,11.605208033947864,9.255168195933976,30.962739773634645,5.387936336163799,19.785822140229417,13.773234190446942,13.468572578718616,8.193055800482124,28.06549646222578,4.464237053814658,17.538277987073926,15.568260862208962,13.6132176699919,0.7446385940541808,2.6711585628995618,5.545152665024264,1.7908135914526635,3.106200402000124,-0.5097919980924274,5.455674663773012
77,43,21,31,63,61,14,22,62,72,80,20,87,52,68,54,83,26,129,24,51,11.625564666483479,9.30737199809135,30.85567587409626,5.406229748792148,19.82089658294837,13.806177536031782,13.449368187437331,8.19245054878828,28.097372541251573,4.462528065669865,17.528013780806646,15.523424477383948,13.646481715467697,0.7539870840806384,2.668139713695808,5.540943741885728,1.7977100837689568,3.1023402747320645,-0.5031041817649817,5.458209334068672
78,42,21,31,65,61,14,22,62,73,79,20,87,51,68,53,83,26,129,24,50,11.671544654777126,9.380011184904518,30.938733224014683,5.422651372008856,19.846481496603097,13.828239143032553,13.473475903102424,8.192953782643158,28.001867119945587,4.490311349918823,17.530953668426314,15.516419299678939,13.549384164002511,0.7675504302370836,2.6787002616856688,5.543048756325365,1.802252824104495,3.109424460483411,-0.4985333867433793,5.4370765452414185
79,42,21,31,65,61,15,22,62,74,80,18,87,51,69,51,86,26,129,24,49,11.681898773122569,9.427489033086049,30.84798610613867,5.471556067497498,19.807030509491515,13.829673627843317,13.477818527308585,8.22443856603113,27.911649138574674,4.501323473958589,17.573157463218593,15.540190267417115,13.541984071941926,0.7815757529388466,2.681965303397714,5.544148213323331,1.8031252925693917,3.112450597813651,-0.4879209114540235,5.410047016677398
80,42,21,32,65,64,15,22,62,74,81,18,87,51,69,51,85,26,129,24,49,11.707732383607128,9.4867752013918,30.8665117617324,5.521898737051705,19.78550143089671,13.837501931082535,13.537605975185604,8.21659525569994,27.99001151064374,4.520987173006473,17.585559255398245,15.538133709708296,13.54685326680368,0.7888093604810392,2.6869349196817507,5.5424041307768945,1.807531926768671,3.1081271947605265,-0.4821669753954927,5.392273026220555
81,42,21,32,65,64,15,22,64,74,82,19,87,52,69,53,88,26,130,25,49,11.775241471347714,9.535877173419545,30.869273462224967,5.569180637132412,19.81696127601203,13.836879486628053,13.56415138756109,8.241491249417264,27.94982660191443,4.537398471211169,17.56561439415949,15.565730178660077,13.567041683403449,0.7956053757596848,2.695617327740546,5.564740670631931,1.80319302872596,3.1097137553415157,-0.4812666924039721,5.399641846566981
82,43,21,32,65,64,14,21,64,74,82,18,89,51,69,54,88,26,131,24,47,11.831012803284539,9.548921464398138,30.87933671369507,5.579604079281994,19.81911840984475,13.805361090349468,13.58270336205428,8.247897626011685,27.903897624928742,4.546294336407928,17.41211246859261,15.583347056340912,13.519603690824443,0.8043407232894655,2.696996866557393,5.550267812139839,1.804262134521226,3.110096755901256,-0.4802687108918124,5.404417557453129
83,44,21,33,65,64,13,21,62,73,81,19,89,49,69,52,88,25,132,24,48,11.836152904083,9.570805355755507,30.806722031436784,5.613545198602347,19.85843149165864,13.791525799905981,13.554625199534097,8.239470670983488,27.953853025546106,4.562701233821976,17.477733753453126,15.508152183622713,13.476259203954626,0.8072084266823781,2.6995528309616716,5.556436743306376,1.8110050169760064,3.1142511851480914,-0.480388581892304,5.40816336204084
84,43,21,32,65,64,13,21,63,74,81,19,89,49,70,52,88,25,132,24,48,11.838998697031233,9.56051731149848,30.759887968445558,5.643765142220558,19.88044429716418,13.800909238160607,13.581039182165178,8.225745203928156,27.886193752120047,4.5608738874358385,17.459406299568094,15.513734609218208,13.512354690589852,0.8099858671716264,2.702156929072103,5.571656515642275,1.8178715524768254,3.116214797350089,-0.4740187497075655,5.403499371431557
85,45,21,32,66,64,14,21,62,74,80,18,89,51,67,52,89,24,132,24,47,11.855543559596434,9.548125223358394,30.730218065527392,5.664937077599512,19.878897561049342,13.805518201242563,13.564080020903786,8.232540951573789,27.897028263798813,4.565259904991867,17.43126265960027,15.494290930676543,13.529250111540751,0.8119369307151352,2.709867874326825,5.581738263502813,1.8236447863479774,3.114003007502655,-0.46516615274975515,5.378541078263779
86,44,21,32,63,62,16,21,62,73,82,18,89,51,67,52,90,24,134,22,47,11.88206187897758,9.542221173103876,30.80122248677426,5.698874623022168,19.875797492756234,13.81055614681112,13.540686656720773,8.243896087059094,27.898524686084304,4.573015640762358,17.41191422672999,15.499330680133736,13.512336987005904,0.8152713162331819,2.714725099871358,5.556854314802603,1.826198397451224,3.1119135176403745,-0.4651632555115342,5.365659817845887
87,46,21,33,64,62,16,21,64,73,82,18,89,50,67,52,90,23,134,22,48,11.90359766960218,9.541007822611531,30.87240006960041,5.743595773239885,19.871188397516587,13.785812325363576,13.526246631986808,8.272034804460848,27.91689367385221,4.567018669548498,17.30047010227057,15.498328575116107,13.459371234579573,0.8213791559398085,2.7153235803636724,5.55194486714769,1.839089908429337,3.093384184909229,-0.46189506073255404,5.36235797215063
88,46,21,33,64,63,16,21,65,73,82,18,89,50,67,50,90,23,134,22,46,11.892630471700294,9.529541477243317,30.809721909568832,5.742502074955655,19.874126436417814,13.78311171762547,13.553574185557196,8.276561940265623,27.823235286121985,4.590875731519647,17.3114873619471,15.469362241833856,13.49297211907745,0.831392603208432,2.7170455076098308,5.552519376911332,1.8495376171958458,3.09193836108141,-0.4596798801619105,5.35345432566014
89,47,21,33,64,64,15,21,65,73,82,19,90,50,67,48,88,23,134,22,46,11.91286535397215,9.544019621057878,30.79773832484134,5.762934678540812,19.87965843483357,13.78253853041526,13.556256929492251,8.255163033141484,27.80427551835229,4.604753626753324,17.297557459704393,15.464050738636432,13.503056724366191,0.8426259295062339,2.71931805187045,5.548827893586773,1.852515941629611,3.097404118657108,-0.4584758753042993,5.3469751208599465
90,47,20,33,64,64,15,21,64,73,81,18,90,51,67,48,89,23,134,22,47,11.918856821175297,9.55092288555496,30.731815508858357,5.795049286203369,19.888855429039282,13.792546018149949,13.53138423444011,8.253501257270909,27.77922283846537,4.612697466257552,17.340975290939227,15.483434842675852,13.473507060071492,0.8592119536272211,2.722791735454646,5.5484882595692016,1.856975710828519,3.10233502166087,-0.4599967500342803,5.35457676677159
91,47,20,33,60,63,14,21,63,73,81,17,92,52,68,47,90,23,134,20,47,11.937058822178138,9.584329416316443,30.755910498895258,5.822396780223659,19.876094038915173,13.801919676694206,13.529789851951795,8.267918241876657,27.807649453062762,4.591515269431285,17.329413372303684,15.526992194391166,13.472688291772643,0.8701018122400432,2.723431999695828,5.56048796737369,1.8550999546785367,3.0995426648258246,-0.4583947758785921,5.366132601394506
92,47,20,33,61,63,14,21,64,73,82,17,92,52,69,47,89,22,133,19,45,11.958407463015337,9.609418816815609,30.75493956605047,5.86134102852944,19.834323706644163,13.798532695574277,13.540749855644602,8.280329594009624,27.83759828723839,4.587122643041676,17.371617331483073,15.508988409745566,13.477501655921449,0.883965052617821,2.7362863307513456,5.563512745425104,1.85787935710788,3.096686638854637,-0.4543330566047035,5.343482519803657
93,47,20,33,61,62,15,21,65,73,82,17,93,51,69,46,90,21,134,19,45,11.94833431053781,9.623670257573846,30.790464916913567,5.899651570229113,19.824514093853615,13.810547392711772,13.509543008893322,8.288317999666525,27.761447954985087,4.59855953819372,17.388680666061624,15.486716259649006,13.473591924553915,0.8872207075739098,2.7414847295881244,5.5809057203638455,1.8568136373343587,3.098364476203971,-0.4453609582865189,5.365290981629373
94,48,20,33,61,63,15,21,65,73,83,18,94,51,69,46,90,21,135,20,46,11.929469356935186,9.641656454854477,30.715206581680615,5.920286280460976,19.781013385677245,13.804703280003364,13.499037946057959,8.275685285620424,27.813335759787925,4.597228491487733,17.38288706235373,15.438399223310293,13.4693491724408,0.8856483789424205,2.744919036976078,5.573007500492461,1.8612482244344144,3.0971452241217525,-0.44155237726218693,5.368861693632925
95,48,20,33,60,64,16,21,65,73,84,18,97,53,70,44,89,21,136,20,45,11.93806897621862,9.64205693121715,30.68076292458959,5.9296169074145535,19.793562232086156,13.785939345439873,13.531919164552868,8.274285075182805,27.799427735834502,4.606540963574564,17.362270371528943,15.464246222552157,13.424017518174576,0.8847522083423367,2.7592968466598515,5.565872397089149,1.8573410018201575,3.0981462389779484,-0.4362900465573679,5.376845839958261
96,47,20,33,61,65,16,21,66,73,84,17,98,52,72,44,89,21,137,20,45,11.958129430023847,9.676430040001275,30.6863005969293,5.907582134882811,19.75670033596006,13.781458688719754,13.53070004637819,8.27538209117314,27.77565312927746,4.614379837597112,17.35817917838458,15.486105519308097,13.39769339547447,0.8821511581229409,2.767284259994432,5.572820012500268,1.8558471881446525,3.1024290482463432,-0.4319425531069818,5.3819951947733395
97,47,20,34,61,67,15,21,66,73,84,19,98,52,72,43,88,21,138,20,46,11.935918071112734,9.693002320734609,30.718816348416368,5.93240548139298,19.73878139766619,13.777889431115,13.520735937806112,8.291117083210588,27.820925385767087,4.621371323241857,17.372475913356347,15.466650837023364,13.431164850135747,0.8762704921906492,2.777647491646373,5.553398300325118,1.8555747841266224,3.11136737463116,-0.4274564299198612,5.368845902894666
98,47,19,34,65,66,15,21,66,73,85,19,100,53,72,43,88,21,138,19,45,11.94996204462573,9.701706103448322,30.685196148081868,5.927990691436986,19.76393102300342,13.781689401786593,13.48629997529845,8.301057516142746,27.798977282531744,4.626789876932838,17.35513416933319,15.480931356833254,13.460216277704784,0.8716799498978637,2.7768498079436816,5.5473089762078205,1.8605133475554971,3.103779942979214,-0.4275690343266594,5.3873151432732636
99,47,19,34,65,66,15,21,67,73,85,18,101,54,73,43,90,21,138,18,45,11.959506351194394,9.70133288837511,30.744964726875452,5.937108670757663,19.780189293816875,13.777691421357561,13.505255696508893,8.302688160080296,27.852094251676824,4.632877163876506,17.348240576568706,15.4854780473928,13.481826382413836,0.8663115179300198,2.77861367148776,5.558384995095186,1.8687575386274315,3.1100657216056495,-0.42157499881449184,5.390099730499473
