time,population_run_1,population_run_2,population_run_3,population_run_4,population_run_5,population_run_6,population_run_7,population_run_8,population_run_9,population_run_10,population_run_11,population_run_12,population_run_13,population_run_14,population_run_15,population_run_16,population_run_17,population_run_18,population_run_19,population_run_20,ca2mean_run_20,ca2mean_run_19,ca2mean_run_18,ca2mean_run_17,ca2mean_run_16,ca2mean_run_15,ca2mean_run_14,ca2mean_run_13,ca2mean_run_12,ca2mean_run_11,ca2mean_run_10,ca2mean_run_9,ca2mean_run_8,ca2mean_run_7,ca2mean_run_6,ca2mean_run_5,ca2mean_run_4,ca2mean_run_3,ca2mean_run_2,ca2mean_run_1
55,94,105,34,90,60,73,76,68,63,29,88,73,42,51,39,28,63,37,52,16,-1493.8591415845337,-1401.8088612076383,-1322.0492522310963,-1239.7240258791223,-1180.2936585309465,-1099.574135480627,-1006.4386033440745,-937.3594294877453,-841.8490466468463,-773.1480798492111,-705.4487375538633,-610.1130105699084,-527.2383125496242,-444.58599693412566,-379.98344040564217,-303.42234547423607,-221.3034071824232,-149.94577472935933,-58.10030109802933,15.151394347807683
56,93,107,33,90,60,70,75,68,62,29,90,72,43,50,37,28,64,37,52,16,-1493.8301390760853,-1401.795164692613,-1322.031679552397,-1239.8090236337507,-1180.2636304851392,-1099.560524359481,-1006.647806233714,-937.3818111574845,-841.889114804929,-773.178879897953,-705.413624498619,-610.1844848150574,-527.2270038456086,-444.4829301949776,-379.98421396948635,-303.38735746510673,-221.28893246121126,-149.9062864629211,-58.250203047373226,15.138604121881627
57,89,106,33,91,60,70,75,68,63,28,89,73,44,50,36,26,65,37,52,16,-1493.8191270777968,-1401.9272924547272,-1322.1044080085899,-1239.889367325298,-1180.2202568562102,-1099.5045203449924,-1006.5944090516676,-937.3398199786076,-841.9684156176729,-773.1476946502911,-705.3880541360835,-610.2823813054022,-527.2022339516047,-444.362232234779,-379.95316305580207,-303.46044374054605,-221.2810254408271,-149.90705667130462,-58.19620056004256,15.071620274609531
58,91,109,34,92,61,69,76,69,63,27,89,73,44,52,36,27,66,37,54,16,-1493.7796554673282,-1401.954588168104,-1322.122434720258,-1239.9309736602065,-1180.2008666675877,-1099.476734313519,-1006.5856845908834,-937.2607010580306,-842.0378756365872,-773.1309655596607,-705.3543870632625,-610.1656952843481,-527.2065961609032,-444.36194580930817,-379.9622127530242,-303.4631909069432,-221.35145858991734,-149.85684803737482,-58.18705864205191,15.033405477223416
59,92,109,34,92,63,67,76,69,66,26,88,73,44,52,36,27,66,39,54,16,-1493.7651811142077,-1401.92704140648,-1322.2880085724464,-1239.842355741482,-1180.1842392584401,-1099.458446625451,-1006.6348279124654,-937.2407372853892,-841.9879847816717,-773.1716847599985,-705.3091828292793,-610.1574723028876,-527.57495632651,-444.55405537276755,-379.95392972352266,-303.5305937427951,-221.33202400304899,-149.83565296619577,-58.281619978913895,15.106438971553047
60,92,109,34,91,63,67,77,69,66,26,87,72,45,52,36,27,66,40,54,15,-1493.7299566685335,-1402.0602190130976,-1322.2546229420627,-1239.9189379827287,-1180.1683174461023,-1099.4008669606947,-1006.5927203849124,-937.2419019797686,-842.1881623722543,-773.1457754932434,-705.2602652439755,-610.0884083054085,-527.5457514749572,-444.56388134863477,-379.9419842038883,-303.4796069488511,-221.35191534070506,-149.80341465486865,-58.254923133190495,15.116807321488638
61,92,109,33,93,64,68,78,69,68,25,87,71,46,52,36,27,66,40,56,15,-1493.7165045811262,-1402.0988594637445,-1322.352834236332,-1240.129936619609,-1180.1394739101238,-1099.3702461937453,-1006.5942682943219,-937.1977323279078,-842.2890677975486,-773.1738333717819,-705.2306564762616,-610.2583700104797,-527.5184253050666,-444.5917340274372,-379.9540102480632,-303.46632191763985,-221.38052496944667,-149.78844145554712,-58.34513692088448,15.082949425317539
62,90,111,33,91,64,67,79,69,69,25,89,72,46,53,36,27,67,39,57,15,-1493.6769377795815,-1402.1842646076086,-1322.364816391278,-1240.1113306926677,-1180.125504046151,-1099.333295504951,-1006.5611813273928,-937.1686454156473,-842.2942218714519,-773.2413673258854,-705.179279910218,-610.3691977841215,-527.6974729615893,-444.6266325017048,-379.939956052916,-303.39990747579475,-221.43558984308441,-149.77082922565407,-58.317696005917405,15.07336015429501
63,91,108,33,93,64,67,78,69,70,25,89,73,46,53,35,27,69,39,57,14,-1493.665777353776,-1402.2624363102282,-1322.3830459151493,-1240.2474269304832,-1180.1014725412108,-1099.301668570535,-1006.7192360796303,-937.1426379708146,-842.3093357491732,-773.2920274081121,-705.1377147963973,-610.3321976077488,-527.7306063511218,-444.98529795433797,-379.9666270996543,-303.3941547433664,-221.379233915136,-149.75282063868931,-58.400976512186425,15.06887584723666
64,90,107,33,93,65,67,78,69,70,25,89,77,46,54,34,27,69,40,57,12,-1493.6622504358338,-1402.2112274932726,-1322.3456096682262,-1240.1599508650909,-1180.087403057658,-1099.2761884350198,-1006.8189764881356,-937.1736142574337,-842.2814942329089,-773.2830013299233,-705.098047201058,-610.3031918976038,-527.7273645515337,-444.9861029703899,-379.9647576316974,-303.42009510986975,-221.38258473355987,-149.75868238142414,-58.41192022564738,15.06255641977003
65,89,107,32,95,65,67,77,70,70,25,88,77,46,54,35,27,70,40,57,12,-1493.6426545949685,-1402.1795260705742,-1322.3232856338757,-1240.1381085840155,-1180.0696538774644,-1099.2355415371937,-1006.806690860687,-937.1751851243814,-842.3018603756633,-773.2374051467399,-705.0539052827045,-610.4519439377724,-527.8345905477279,-445.14198548674625,-379.94160761686015,-303.36899901817907,-221.3687157233388,-149.7364311517617,-58.54160891163985,15.090337628816934
66,90,107,31,94,66,68,77,70,68,25,87,77,46,55,35,27,71,40,57,12,-1493.6199340740627,-1402.1237835736308,-1322.627214993096,-1240.1837096127379,-1180.0387897003327,-1099.2231340821866,-1006.7436987806886,-937.1211249599852,-842.3272949966126,-773.2487164314794,-705.0211524084395,-610.3623841065834,-527.8026813173726,-445.11886948422557,-379.92976160321774,-303.3712154370357,-221.40242273561287,-149.73569882218604,-58.458650684976845,15.084853123115332
67,89,108,31,92,66,68,78,70,69,24,87,77,45,54,34,27,72,43,57,12,-1493.6043243682748,-1402.2994175200174,-1322.5383749859402,-1240.2527907122744,-1180.0283065771491,-1099.2095153620471,-1006.7597220143163,-937.1980650255756,-842.4019040179537,-773.2695259696278,-705.0072236998786,-610.3534853207234,-527.8522029387183,-445.05135928176804,-379.9422780595213,-303.3649249249668,-221.41676016512554,-149.71637455379755,-58.45748579503933,15.10402665819139
68,90,109,31,91,67,67,79,70,70,24,86,79,45,54,34,27,70,43,58,12,-1493.5952985143356,-1402.30000730603,-1322.5375311962607,-1240.2685236346447,-1180.011751444181,-1099.2072900606,-1006.7700813407067,-937.1534982479886,-842.4373038815498,-773.2095265400995,-704.9761733957367,-610.4876953829787,-527.992361089094,-445.0011541119744,-379.9275537973532,-303.3660067917299,-221.41101773052713,-149.7110461261421,-58.418430842479765,15.163252386637037
69,90,108,31,91,67,68,83,70,70,23,88,79,44,54,33,28,70,42,61,11,-1493.5819891036135,-1402.301101507603,-1322.7743867343981,-1240.2640997495446,-1180.0048001350556,-1099.2023202328148,-1006.7399254238809,-937.1112480940849,-842.4618545238038,-773.2750930742175,-704.9571298073728,-610.452991906286,-528.0245714871677,-445.2229504642223,-379.93215778367113,-303.34759645834447,-221.38769235055744,-149.68958960692387,-58.491107438961954,15.154821899214252
70,88,112,31,90,67,67,83,69,70,20,88,78,44,54,33,28,70,41,61,11,-1493.5641201356066,-1402.3154420609933,-1322.7127866185274,-1240.2476047443524,-1179.9958522958864,-1099.1994425776343,-1006.6994792705265,-937.1488994343433,-842.450835102684,-773.3224806910598,-704.9367700418502,-610.5804244603056,-527.9996854911554,-445.1830770067553,-379.91878062624534,-303.4094906045862,-221.38510622663705,-149.67749800318506,-58.465873320583356,15.136616354310952
71,88,111,31,89,68,67,83,71,71,20,89,77,44,54,32,28,71,42,61,11,-1493.55091954603,-1402.2973253478042,-1322.7027961120878,-1240.2723915581214,-1179.9912878176033,-1099.1937250904425,-1006.73791393618,-937.1143959994893,-842.5421922993526,-773.3230476298339,-704.9203409936569,-610.6046289173858,-527.8978834148523,-445.15538024169416,-379.93516379897363,-303.4380257112844,-221.37320492889708,-149.6816112917855,-58.525015127276575,15.138037410243156
72,88,111,30,89,70,66,84,71,71,21,89,76,43,54,32,28,71,43,65,11,-1493.5306832416911,-1402.361431064699,-1322.798100516978,-1240.2162261064104,-1179.9659600022744,-1099.1824230544817,-1006.733257393673,-937.0493133573333,-842.6738047447762,-773.3301555312952,-704.8978196796234,-610.550081072527,-527.8328207384067,-445.1213760264354,-379.9472347374835,-303.4486772954095,-221.424315823616,-149.66523158973283,-58.60958557419599,15.131072024782094
73,87,111,30,89,70,65,85,71,71,21,89,77,43,54,32,27,73,43,65,11,-1493.520345761145,-1402.3148885385494,-1322.7494044327348,-1240.234066358655,-1179.9352646121827,-1099.1966911701518,-1006.7233976295406,-937.0208679992639,-842.6698820431474,-773.329632329498,-704.8837139573284,-610.6272948042554,-527.9672048522027,-445.1706642528514,-379.9141857978872,-303.37860248402166,-221.40328013784116,-149.64114193729742,-58.58272358242619,15.136680021519064
74,86,110,29,88,70,65,85,72,72,20,89,81,43,54,33,27,73,43,65,11,-1493.4961840123597,-1402.317124471149,-1322.7004920024885,-1240.2369643658972,-1179.8988272034571,-1099.1829929613032,-1006.7709267787998,-936.9781996045026,-842.7467851065463,-773.4037581937532,-704.8667078627894,-610.6149952594725,-528.0080421292373,-445.2745531320762,-379.8969921438794,-303.34286855658223,-221.3970883756015,-149.61525245984146,-58.583590038017306,15.163335189388354
75,85,110,26,88,71,64,84,73,73,20,89,82,43,54,32,27,74,43,65,11,-1493.489768345284,-1402.2736117219445,-1322.7335442703538,-1240.2821665601468,-1179.8834244177247,-1099.167564679096,-1006.7283068220909,-936.9410489602498,-842.7751636126164,-773.3993158420717,-704.8641062590382,-610.6050028360888,-528.1478522232649,-445.38518654469436,-379.8879093980759,-303.331051809671,-221.3862454631475,-149.5989762740372,-58.54975986271039,15.187402363156693
76,81,110,25,87,71,63,84,73,73,21,89,81,43,54,31,27,75,43,66,11,-1493.4709125320528,-1402.315021856342,-1322.8564353309237,-1240.304503559725,-1179.8543278550164,-1099.168777230558,-1006.8161119955929,-936.9737806025031,-842.8221059690487,-773.4580166142083,-704.8571376756379,-610.5066258292644,-528.1216763033256,-445.5156929946782,-379.8933440819586,-303.360222145391,-221.4256478242466,-149.56989630094074,-58.62414499348664,15.198593510288667
77,80,112,25,87,71,63,84,76,74,21,90,81,43,55,31,26,75,43,66,11,-1493.449954332455,-1402.3429363756768,-1322.8106678604324,-1240.4098119118505,-1179.8260822375553,-1099.14191421195,-1006.8327750704351,-936.9253142118954,-842.810285033529,-773.4641640941346,-704.8494792633712,-610.5709085227696,-528.0997173418682,-445.4553724244799,-379.8980587670236,-303.3713787990185,-221.3901867885653,-149.57267641285063,-58.597139441890945,15.177858807751864
78,81,112,25,87,71,63,88,76,75,21,90,83,41,56,29,26,75,43,66,11,-1493.4471349416704,-1402.3304610039015,-1322.8372648859952,-1240.3657921516995,-1179.8072368357343,-1099.1151700343505,-1006.8860366466947,-936.921197823295,-842.7573134621474,-773.4352375019746,-704.8137401940511,-610.7083433700037,-528.0807960862901,-445.5567259608648,-379.88371338277284,-303.33909813429307,-221.3758590645292,-149.56208017656047,-58.609830287591926,15.185786918555744
79,82,111,25,88,71,64,88,76,78,21,90,83,41,56,29,24,74,44,66,11,-1493.41787250826,-1402.3114774453277,-1322.897604986248,-1240.3839979838235,-1179.7975354719244,-1099.0735141028272,-1006.8819845583744,-936.8799449041946,-842.7659900799162,-773.4131400794574,-704.8164913439966,-610.7757871113231,-528.0668210530046,-445.6258590286734,-379.8537079126563,-303.3151971168307,-221.37494248066483,-149.5481677392544,-58.617265384802614,15.176717611601639
80,78,113,25,88,73,64,88,77,77,20,90,84,39,57,27,24,74,45,65,11,-1493.40545570744,-1402.2724825190178,-1323.4032122772535,-1240.4053405187508,-1179.774825217885,-1099.0584696527926,-1006.8757690438601,-936.8701734355682,-842.7047641040223,-773.4073684749203,-704.8140598614623,-610.8004824500283,-528.0815081436709,-445.6061823221109,-379.8286173579903,-303.3024562360926,-221.3868038368038,-149.55505297664106,-58.65232467654275,15.242651312886991
81,77,115,25,88,72,65,88,78,76,20,91,86,39,57,27,23,74,45,65,11,-1493.4025336599998,-1402.3071509628942,-1323.3487676783645,-1240.4461907730029,-1179.7671707874927,-1099.0418467664301,-1006.867734327412,-936.8282605238226,-842.7458308116796,-773.3779518651218,-704.8112612733311,-610.7610590623566,-528.1122541527341,-445.4888700816287,-379.8211196414171,-303.3025750063023,-221.43662720708048,-149.54958667170334,-58.67923968085826,15.279783898054115
82,77,113,25,85,72,63,88,77,78,20,92,87,39,58,28,22,75,45,66,11,-1493.3996806177897,-1402.3079069001426,-1323.3292189263857,-1240.458646674205,-1179.7660214590992,-1099.0346290743732,-1006.8823198941451,-936.8088311574207,-842.8066127004408,-773.3636978918362,-704.8088993519284,-610.7371130478319,-528.1464065748918,-445.50005853942776,-379.8090202568654,-303.3539941157902,-221.41193642142946,-149.54185960575325,-58.66832235169996,15.273555924155868
83,76,112,23,85,72,63,89,77,79,20,93,88,39,58,26,23,75,44,66,11,-1493.3980014847673,-1402.261830000748,-1323.3388919221043,-1240.5155458956517,-1179.76055353594,-1099.0585641350694,-1006.9026481606217,-936.8203345801592,-842.7595036002609,-773.3404887805706,-704.7789283868912,-610.7106105444557,-528.1608386932613,-445.6805499336671,-379.7961658236021,-303.34955217630505,-221.40934827322926,-149.54019201454275,-58.68826199693801,15.266392010722335
84,75,111,23,85,72,62,90,78,80,20,94,88,39,58,26,23,76,44,66,11,-1493.3815252237575,-1402.4633891335761,-1323.4375664471293,-1240.5365660865452,-1179.765806816744,-1099.0501128689946,-1006.9185933987568,-936.7925307764609,-842.839783339991,-773.3276738595757,-704.7557224122208,-610.851756660133,-528.1452215739129,-445.6472048708356,-379.7849443501339,-303.34567722278865,-221.45425244439684,-149.5397234229003,-58.68123259520889,15.275246942395766
85,75,111,22,84,74,62,91,79,83,20,93,89,40,59,26,22,77,44,66,11,-1493.373075557432,-1402.485585251791,-1323.4325845793949,-1240.4950354105454,-1179.7630302227888,-1099.047641954718,-1006.8855470393986,-936.7348700578998,-842.909542353133,-773.3252745408148,-704.7302880194977,-610.8160855299161,-528.1271789440361,-445.60909261907756,-379.7687253564345,-303.3268936115314,-221.4409607110597,-149.53185936034083,-58.68747103778203,15.296076841406485
86,75,111,21,84,77,63,91,79,83,20,92,89,40,59,26,23,77,43,66,11,-1493.3777468046205,-1402.4193570015118,-1323.390169442746,-1240.482054137214,-1179.753688640008,-1099.0634249084735,-1006.931489921497,-936.7085587973099,-842.8788224461637,-773.3606249846036,-704.705435499789,-610.8445740402526,-528.1211523626567,-445.6879359625799,-379.7791039427579,-303.31264143818123,-221.4095923564141,-149.54175878942058,-58.71273585447819,15.28227052499197
87,73,111,20,85,77,62,90,79,83,20,92,90,39,59,26,23,76,43,66,11,-1493.3760282070623,-1402.5281831008183,-1323.44998632556,-1240.5053661452152,-1179.749247386776,-1099.0711493721988,-1006.9307981179774,-936.6995161292112,-843.0878054558763,-773.3587844191024,-704.6882967339166,-610.814082290126,-528.2002474867417,-445.6392624933549,-379.75819060884857,-303.29337977157667,-221.38267572948524,-149.54119981998457,-58.678635260113545,15.291057447589168
88,73,111,20,85,77,61,91,80,83,20,92,90,38,60,26,23,75,43,66,10,-1493.3717065548844,-1402.4924622994833,-1323.473313622075,-1240.4248274083384,-1179.7286281343004,-1099.072011128424,-1006.895711618082,-936.686493377548,-843.1013574069218,-773.3745250823705,-704.6764197632305,-610.8428836622518,-528.2434883043289,-445.660367144665,-379.7328839859835,-303.27402825725176,-221.37719984335163,-149.53083013387507,-58.72498943008752,15.292538419157934
89,73,113,21,85,77,61,91,80,83,20,93,91,37,61,26,22,75,43,66,10,-1493.3806419727955,-1402.4438517335427,-1323.5156357005546,-1240.3598139911858,-1179.7191716286177,-1099.0707062960362,-1006.9514102196069,-936.6972720545116,-843.0869262030416,-773.3688196444712,-704.6864103771795,-610.8092729997737,-528.3540001726728,-445.6139630094772,-379.7317640570311,-303.26713832780183,-221.35314170743922,-149.52075205658036,-58.73528378971639,15.307375695075487
90,72,114,21,86,77,61,91,80,83,20,94,92,35,62,26,22,75,44,66,9,-1493.3689745742586,-1402.4499395421105,-1323.5107927748488,-1240.4202005967766,-1179.7127438925565,-1099.0795473049413,-1006.8899770648385,-936.6741882188403,-843.1051026289882,-773.3820838127921,-704.6768066182194,-610.8463519978386,-528.337979143422,-445.58618342160224,-379.7198687562538,-303.2750578675888,-221.3354952602965,-149.52366860653498,-58.74521948306647,15.318991963034993
91,69,115,21,86,77,61,91,81,83,20,94,94,35,63,26,21,76,45,66,9,-1493.3616215307018,-1402.4274201521275,-1323.541245653181,-1240.4548032779276,-1179.6968598611054,-1099.0612544175428,-1006.8633847855732,-936.653853584984,-843.1659443073769,-773.3606362793397,-704.6603577459264,-610.8129608799278,-528.3643209886857,-445.56116899959625,-379.6958847400586,-303.26291632247825,-221.32611116780117,-149.52741203459536,-58.69653233023,15.325597476668138
92,69,113,19,85,77,61,91,82,82,19,94,93,36,63,26,21,76,45,66,9,-1493.3590036638395,-1402.457813403008,-1323.626691261772,-1240.503844007336,-1179.6912607533209,-1099.0254811548982,-1006.9318500718489,-936.6153934840611,-843.1278407798737,-773.3754591917401,-704.6507015366461,-610.8311553694272,-528.3440167501476,-445.601144756313,-379.66839722010417,-303.2745181290763,-221.37009656314618,-149.51330461745653,-58.664386753446486,15.322413463326102
93,67,113,19,84,77,62,91,82,81,19,92,96,36,63,26,20,76,44,66,9,-1493.3553694426191,-1402.398737333755,-1323.6102175499348,-1240.5370016893594,-1179.6736704979962,-1099.0031331201671,-1006.8897002101573,-936.57583189168,-843.0950397937328,-773.3717878362318,-704.6407745316749,-610.7828689617771,-528.3874774864131,-445.73972117386313,-379.6577239848295,-303.2540713153726,-221.35544072316546,-149.5115073170784,-58.653155603691715,15.351237249561041
94,64,109,16,84,77,62,91,82,85,19,91,95,35,63,26,20,77,45,67,8,-1493.343340558339,-1402.374933601132,-1323.6461625777208,-1240.5542168856034,-1179.669141503237,-1098.9836653291984,-1006.8901872042418,-936.5620367353354,-843.1387343495727,-773.3266505785091,-704.6329017656259,-610.8465536538469,-528.3540263813724,-445.7228058370857,-379.63411098330965,-303.2734705493308,-221.37143437735827,-149.49793188168232,-58.63824207149206,15.32747950551829
95,65,111,16,83,77,61,91,81,85,19,90,94,35,63,25,20,77,46,67,6,-1493.3415072470552,-1402.3754868582248,-1323.6507921896125,-1240.619936574922,-1179.6814233638954,-1098.9751815842617,-1006.9083378962929,-936.5265088454404,-843.1285857138491,-773.3249358070407,-704.6402363847172,-610.8703318473271,-528.3292911184802,-445.7997362055345,-379.61951786928216,-303.269415103025,-221.36912686597694,-149.49412893648545,-58.64359286936932,15.331213339056323
96,65,109,16,83,77,60,92,82,85,19,90,94,36,63,24,20,77,47,67,5,-1493.3305603880515,-1402.37775595889,-1323.7204988460376,-1240.5721030945206,-1179.676694119244,-1098.9708364319413,-1006.9096572203464,-936.4993310353799,-843.13876237271,-773.311114355687,-704.602375507819,-610.7920548982564,-528.3414511744328,-445.72940780330083,-379.61246181654747,-303.2669725371699,-221.3637539315905,-149.49835713141002,-58.6843834000942,15.32161605050159
97,63,110,15,83,77,60,92,82,86,19,88,93,35,64,24,20,78,47,67,5,-1493.331372129894,-1402.345363210357,-1323.7247658452475,-1240.569770648108,-1179.6681102375728,-1098.9761196300103,-1006.9343881485161,-936.4866358221792,-843.1483359005908,-773.327420843871,-704.5878704932563,-610.8371418844268,-528.2959679282635,-445.708475571584,-379.61119995958853,-303.28708680640864,-221.36801671061252,-149.50196090889963,-58.686499766538006,15.331600619022737
98,63,109,15,81,77,60,92,81,85,18,87,92,35,64,23,20,78,47,67,6,-1493.3294605718377,-1402.4195869753844,-1323.6827478497332,-1240.5718550103052,-1179.6667909671614,-1098.991967515986,-1006.9231664280348,-936.4812114075715,-843.1264282249862,-773.2977605087859,-704.5711944520893,-610.8522999692984,-528.4127306465201,-445.7045688136505,-379.62213527632866,-303.2820767567322,-221.38721145403323,-149.50016209217054,-58.707939986263156,15.338225301193274
99,62,109,15,80,77,60,92,81,85,18,86,92,35,64,22,20,80,46,67,4,-1493.3272317569918,-1402.3600858045393,-1323.7153782991295,-1240.5142146752453,-1179.6668831902932,-1099.0064050047288,-1006.9235446472524,-936.4759023301467,-843.2054661311713,-773.269825263432,-704.5769050305014,-610.8671642658153,-528.4336233129263,-445.67473573494937,-379.6086621160898,-303.30093650044046,-221.36771289965387,-149.49486982415849,-58.68246366868151,15.33711002466406
