time,population_run_1,population_run_2,population_run_3,population_run_4,population_run_5,population_run_6,population_run_7,population_run_8,population_run_9,population_run_10,ca2mean_run_10,ca2mean_run_9,ca2mean_run_8,ca2mean_run_7,ca2mean_run_6,ca2mean_run_5,ca2mean_run_4,ca2mean_run_3,ca2mean_run_2,ca2mean_run_1
53,41,53,53,51,45,73,91,59,86,57,8.711860336667092,0.685357661922363,-0.16696058889881257,-4.528619113550563,13.06750003101384,-14.929793560620768,1.3718930343209985,0.8113648151427839,-5.299182306858909,0.16807043236616312
54,43,55,53,53,47,74,93,64,87,58,9.065370455486452,0.6427380489663396,-0.2673928594439464,-4.926354489666886,13.659804455580055,-16.056913002214653,1.3987907882309312,0.8002207671446446,-5.7187433915002766,0.12296270432885649
55,43,58,53,53,47,74,95,66,88,57,9.176620417331117,0.6396322123133933,-0.31138548146048317,-5.132707654122367,13.80779274741821,-16.38222376052905,1.3954733700929132,0.7954602069168394,-5.884716218846761,0.11578954342475825
56,43,56,53,53,46,75,95,63,89,56,8.934713320594694,0.6690887254873905,-0.2908451350095139,-5.001923766931995,13.515492442267016,-15.988066142301088,1.3976957015059488,0.8207942435225601,-5.661961703072483,0.12483531213181903
57,44,57,50,49,48,74,94,58,87,57,8.457713857849543,0.6943416558367669,-0.24147435709754897,-4.5116322408954925,12.79346890125372,-14.821574352110868,1.3553813793686502,0.8090198293418789,-5.138893786968439,0.16151479641996275
58,43,55,48,45,47,69,93,55,82,56,7.790969708022558,0.739327809648118,-0.10260554264824548,-3.7684310653507294,11.630572756150862,-13.014697724779582,1.3011478157525649,0.816206971180211,-4.259200635558227,0.23165719349275896
59,36,51,40,42,44,66,88,51,71,55,7.073587164119714,0.8014605960370221,0.07607785738379462,-2.7003428974519896,10.068782123637934,-10.679705417829123,1.2213877482791167,0.8121752660429777,-3.1708697279027223,0.31533258586329405
60,32,51,31,32,42,60,81,42,66,53,6.032507817690943,0.8532529850787116,0.26945033765821563,-1.62517423791309,8.132580494442903,-7.818430095122096,1.0995185482374568,0.8000005167905927,-1.834941159164949,0.39611594874382994
61,23,48,22,21,40,44,76,30,53,47,4.9438120077821734,0.8727955198567263,0.4621190789924357,-0.40295599532528886,5.922219346769939,-4.699902947815758,0.93251096720561,0.763472830189152,-0.3789571539031193,0.44874690689301966
62,12,38,10,4,32,29,55,15,29,37,3.6618774537018552,0.8566911503955744,0.6368655531805204,0.8629450120310532,3.5369238976967994,-1.3945330862252245,0.7194786738335283,0.6949048579028693,1.1531129884884368,0.4675385842107515
63,0,18,0,0,13,5,11,0,0,17,2.349709312476288,0.7924271775885947,0.7761494113753001,2.1326573338920563,1.0307411975300669,1.9794038067113486,0.4623895289854541,0.5824389422326369,2.6920752984641343,0.4540818317015145
64,13,43,12,7,37,32,66,20,41,41,1.0045878562701038,0.6849595166819628,0.8734716046342788,3.3138672069712207,-1.4573429682982937,5.255434929153305,0.16565570898715684,0.433608054092525,4.194306563823882,0.3969978424290774
65,23,51,24,18,44,41,84,33,58,47,-0.3176190486240201,0.548651611167318,0.9193380292366337,4.313093051731467,-3.865888853122389,8.236955772974992,-0.15344810930802777,0.25248454275077253,5.561321376522565,0.3009811988524082
66,30,52,32,29,48,55,100,43,71,52,-1.540339901525041,0.40036173112426704,0.9494769786943014,5.2460306855521575,-6.0919386821514125,10.947318158142856,-0.48211671275234225,0.0504831779009365,6.6763097121398,0.18131254339646177
67,38,57,35,35,51,64,104,48,81,55,-2.5801961094778654,0.2378938799966227,0.9677916040134561,5.908073560971032,-7.983741486738207,13.306080843540903,-0.7931403099993483,-0.13430110050217917,7.657985625660989,0.06877644668923509
68,43,60,42,40,53,71,111,52,87,58,-3.419102796846918,0.08810916051453097,0.9668737596903227,6.496042300344466,-9.51634597447481,15.106811343670929,-1.0424163446426735,-0.3000569233287289,8.463027834970427,-0.03633295679700948
69,44,62,44,45,55,73,112,56,90,60,-4.052089160567501,-0.0024421099372305133,0.9739227894636002,6.945706292277792,-10.611224188313905,16.44656854694311,-1.2121008347915485,-0.4347953110383773,9.055520732553976,-0.09248023376472887
70,45,64,45,47,60,77,116,56,91,60,-4.39826844532943,-0.048915640047275846,0.9571646887464088,7.107511105799468,-11.182082362326442,17.205342813374898,-1.3090931314170542,-0.507028725734706,9.380941051120551,-0.14711071689886104
71,44,64,46,48,61,79,118,58,92,61,-4.451162413357323,-0.031167367988030308,0.9782116606474848,7.14705016939818,-11.200990142727841,17.384064833110596,-1.350013476499646,-0.5223489981349889,9.420658892979256,-0.1741514198776394
